Product_Name,Category,Sub_Category,Inventory_Days,Profit,Action_Recommended
Xerox 232,Office Supplies,Paper,4.629629411008241,15.552,No Action Needed
Novimex Turbo Task Chair,Furniture,Chairs,0.46961584879127566,7.098,No Action Needed
"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,4.120879002007611,6.9888,No Action Needed
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,2.0,3.3,No Action Needed
Plastic Binding Combs,Office Supplies,Binders,2.475247548238735,16.362,No Action Needed
Prang Dustless Chalk Sticks,Office Supplies,Art,17.857143409863962,0.84,Bundle Promotions
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,4.291845634781759,6.1512,No Action Needed
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,6.970260384996756,9.3612,Run Clearance Promotions
Xerox 1943,Office Supplies,Paper,0.613371516646204,68.9631,No Action Needed
Luxo Economy Swing Arm Lamp,Furniture,Furnishings,1.5045135002550292,22.3328,No Action Needed
"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,0.7038453235523109,-15.2225,No Action Needed
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,0.21562876420438312,111.3024,Run Clearance Promotions
netTALK DUO VoIP Telephone Service,Technology,Phones,0.7144217848449104,62.988,No Action Needed
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,0.7907222215931222,35.6636,No Action Needed
Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,6.499133202480869,1.731,No Action Needed
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,4.724409637299282,8.763,No Action Needed
High-Back Leather Manager's Chair,Furniture,Chairs,0.2884837384987894,-114.3912,Liquidate Inventory
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,0.6183017253829597,1.213,No Action Needed
Safco Industrial Wire Shelving System,Office Supplies,Storage,0.4121785201369881,-18.196,No Action Needed
Economy Binders,Office Supplies,Binders,72.11538311298081,-1.9344,Phase Out (with Discounting)
"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,9.270704398790802,-5.8248,No Action Needed
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,3.303964785606164,2.724,No Action Needed
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,7.772021031437099,-14.475,No Action Needed
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,0.14411990520155818,56.2032,No Action Needed
Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,5.376344159890033,8.0352,No Action Needed
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,10.06711435070493,4.172,No Action Needed
"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,1.402524584176718,6.2031,No Action Needed
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,1.0448593260736456,62.8075,Run Clearance Promotions
Safco Industrial Wire Shelving,Office Supplies,Storage,0.39066568230316373,-48.9549,No Action Needed
Novimex Swivel Fabric Task Chair,Furniture,Chairs,0.19870182040325032,33.2156,No Action Needed
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,1.5007503924548569,6.7966,No Action Needed
Avery 511,Office Supplies,Labels,9.740259982185028,2.9568,No Action Needed
Eldon Portable Mobile Manager,Office Supplies,Storage,1.3260254915064713,13.8572,Run Clearance Promotions
Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,4.4776118556471385,6.633,No Action Needed
Panasonic Kx-TS550,Technology,Phones,0.8153946551111115,8.2782,No Action Needed
Xerox 1995,Office Supplies,Paper,4.629629616055098,3.1104,No Action Needed
Xerox 1999,Office Supplies,Paper,4.629629615340649,6.2208,No Action Needed
"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,1.6872890841189845,16.5354,No Action Needed
Ibico Standard Transparent Covers,Office Supplies,Binders,1.8203884003263753,16.1504,No Action Needed
Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,5.279830896731266,-3.788,No Action Needed
9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,2.1754895126292055,40.5426,Run Clearance Promotions
Trimflex Flexible Post Binders,Office Supplies,Binders,1.753975668974637,17.9592,No Action Needed
Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,2.311248155571808,22.5852,Run Clearance Promotions
Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,3.249566696780427,22.6184,Run Clearance Promotions
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,0.9377344539310626,-10.7973,No Action Needed
Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,50.33557080762128,-3.0396,Phase Out (with Discounting)
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,5.01672239124842,11.7208,No Action Needed
Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,0.7534659556397647,-26.8758,Liquidate Inventory
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,0.8792497017628973,-3.8385,No Action Needed
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,2.4402147408819053,-25.8174,No Action Needed
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,3.238341990322587,17.6016,Run Clearance Promotions
Speck Products Candyshell Flip Case,Technology,Phones,1.0717347591595399,2.0994,No Action Needed
Newell Chalk Holder,Office Supplies,Art,9.079903419767081,1.0738,No Action Needed
Logitech Gaming G510s - Keyboard,Technology,Accessories,0.441228390841397,67.992,No Action Needed
Magnifier Swing Arm Lamp,Furniture,Furnishings,1.4299333011329511,10.9096,No Action Needed
"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,0.789889425048687,22.788,No Action Needed
"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,6.607929571212328,13.3476,Run Clearance Promotions
"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,10.474860160161704,14.5348,Bundle Promotions
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,12.711864972349925,1.652,Bundle Promotions
Xerox 1921,Office Supplies,Paper,3.7537537803694585,7.4925,No Action Needed
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,1.379690901638697,44.0316,Run Clearance Promotions
Hon Racetrack Conference Tables,Furniture,Tables,0.1142813564582381,165.3813,No Action Needed
GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,0.19012128979705106,-115.7156,No Action Needed
Artistic Insta-Plaque,Furniture,Furnishings,1.9132652687031455,18.3456,No Action Needed
DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,3.891050564732244,13.878,No Action Needed
"Companion Letter/Legal File, Black",Office Supplies,Storage,0.7944915338399526,63.4368,Run Clearance Promotions
Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,2.34741790976544,51.759,Run Clearance Promotions
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,3.0864197113535257,19.7316,Run Clearance Promotions
Global Deluxe High-Back Manager's Chair,Furniture,Chairs,0.1498606337567504,-8.5794,No Action Needed
Bevis 44 x 96 Conference Tables,Furniture,Tables,0.2914035882222377,-407.682,Liquidate Inventory
"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,25.1256280249657,-1.8308,Phase Out (with Discounting)
"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,0.8606839413300053,30.499,Run Clearance Promotions
"Global Task Chair, Black",Furniture,Chairs,0.7368834415801189,-9.1602,No Action Needed
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,0.3772635852843419,26.2416,No Action Needed
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,2.5012505744284526,-11.994,No Action Needed
Xerox 1916,Office Supplies,Paper,0.766244372556859,29.364,No Action Needed
Staples,Office Supplies,Fasteners,12.583892986943166,6.9732,Bundle Promotions
Xerox 195,Office Supplies,Paper,4.491017757897389,9.6192,No Action Needed
Xerox 1880,Office Supplies,Paper,0.8465011613912695,16.6568,No Action Needed
"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,10.416666250723397,3.456,Bundle Promotions
Ideal Clamps,Office Supplies,Fasteners,14.925373204871168,1.9698,Bundle Promotions
GBC Wire Binding Strips,Office Supplies,Binders,1.1814744413767315,26.6616,No Action Needed
Fiskars Softgrip Scissors,Office Supplies,Supplies,2.732240551209191,18.4464,Run Clearance Promotions
Longer-Life Soft White Bulbs,Furniture,Furnishings,9.740259981959142,20.6976,Run Clearance Promotions
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,0.7246376544668496,10.35,No Action Needed
Newell 343,Office Supplies,Art,10.204081985515307,2.3814,No Action Needed
Convenience Packs of Business Envelopes,Office Supplies,Envelopes,8.287293077134406,5.1042,No Action Needed
Xerox 1911,Office Supplies,Paper,0.6263048151812451,68.976,No Action Needed
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,0.10721561152528974,218.2518,No Action Needed
Safco Industrial Wire Shelving,Office Supplies,Storage,0.31253255886995324,20.1579,Run Clearance Promotions
"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,1.2781186027364722,12.9096,No Action Needed
Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,0.8583690714732666,103.8015,Run Clearance Promotions
Anker Astro 15000mAh USB Portable Charger,Technology,Phones,0.6001200192028804,5.9988,No Action Needed
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,0.12296090057621047,585.552,Run Clearance Promotions
GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,0.8743806312411544,80.6285,No Action Needed
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,0.9498480351426448,17.766,No Action Needed
Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,0.29529883414440433,15.2388,No Action Needed
Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,3.5971222362295174,26.271,Run Clearance Promotions
Xerox 1883,Office Supplies,Paper,1.1372252072267408,48.5392,No Action Needed
"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,2.225519363503688,21.0288,Run Clearance Promotions
Newell 311,Office Supplies,Art,13.574660400073713,1.7901,Bundle Promotions
Global Deluxe High-Back Manager's Chair,Furniture,Chairs,0.13112805286136872,51.4764,No Action Needed
Avery 519,Office Supplies,Labels,4.103967199140656,6.8714,No Action Needed
Avaya 5420 Digital phone,Technology,Phones,0.2222386860638803,236.2325,Run Clearance Promotions
Xerox 1920,Office Supplies,Paper,5.0167223920873365,2.691,No Action Needed
Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,1.1032656892963046,1.3596,No Action Needed
Staple envelope,Office Supplies,Envelopes,5.281690211515573,13.348,No Action Needed
Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,2.167630033527265,9.688,No Action Needed
BIC Brite Liner Highlighters,Office Supplies,Art,9.057971133004855,2.7324,No Action Needed
Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,0.029411937183825752,-1359.992,Liquidate Inventory
Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,0.3261720342424535,-58.6347,No Action Needed
SAFCO Arco Folding Chair,Furniture,Chairs,0.15516705794348679,-24.858,Liquidate Inventory
Sanford Liquid Accent Highlighters,Office Supplies,Art,5.613772598655611,6.8136,Run Clearance Promotions
Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,0.8427913452298168,-453.849,No Action Needed
JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,0.6251041931482942,8.9985,No Action Needed
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,4.297994160556977,9.8418,No Action Needed
Xerox 1913,Office Supplies,Paper,0.5407354045301177,53.2608,No Action Needed
"Global Value Steno Chair, Gray",Furniture,Chairs,0.6173855551845118,21.259,Run Clearance Promotions
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,1.1439901973798474,-131.12,No Action Needed
Avery 51,Office Supplies,Labels,5.952380996669501,6.552,No Action Needed
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,1.23375555266106,-243.16,No Action Needed
"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,0.5292312008042741,-11.3372,Liquidate Inventory
Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,9.44584376328446,-3.7715,No Action Needed
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,9.146341544281679,1.4104,No Action Needed
"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,2.417794972935038,1.8612,No Action Needed
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,0.5137690245366986,76.6395,Run Clearance Promotions
AT&T TR1909W,Technology,Phones,0.23811414005867565,131.0296,No Action Needed
Nokia Lumia 521 (T-Mobile),Technology,Phones,1.0003334651619455,41.986,No Action Needed
HP Standard 104 key PS/2 Keyboard,Technology,Accessories,2.0689655172413794,7.25,No Action Needed
Avery Poly Binder Pockets,Office Supplies,Binders,8.379888447223873,3.4368,No Action Needed
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,1.3574660395466926,22.984,Run Clearance Promotions
"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,2.417795034639994,3.7224,No Action Needed
Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,4.496402709217524,6.255,No Action Needed
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,0.13346145836494366,112.392,No Action Needed
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,2.5083611292099666,20.0928,Run Clearance Promotions
Xerox 205,Office Supplies,Paper,4.629629616233711,24.8832,Run Clearance Promotions
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,0.1436891739469156,46.9764,No Action Needed
4009 Highlighters by Sanford,Office Supplies,Art,7.5376885861468175,6.567,No Action Needed
Poly String Tie Envelopes,Office Supplies,Envelopes,14.705882630993578,6.7116,Bundle Promotions
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,8.099352060582454,1.2038,No Action Needed
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,14.880952727879356,1.5876,Bundle Promotions
Decoflex Hanging Personal Folder File,Office Supplies,Storage,1.945525362483411,12.0276,No Action Needed
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,20.366598093586823,-2.2586,Phase Out (with Discounting)
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,5.605381249706746,5.8203,No Action Needed
Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,4.139072946666571,6.795,No Action Needed
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,0.2742857142857143,-161.875,No Action Needed
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,11.538461960059188,0.2925,Bundle Promotions
Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,0.9051958707345646,-178.9668,No Action Needed
"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,5.971337703567918,9.6712,Run Clearance Promotions
Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,0.26980357971585334,44.4768,No Action Needed
"Tennsco Lockers, Gray",Office Supplies,Storage,1.4299333009625588,5.8744,No Action Needed
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,0.4546143503170307,35.6346,No Action Needed
"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,7.537688404333224,7.4824,No Action Needed
"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,5.163511096759798,16.2099,Run Clearance Promotions
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,0.3261224121959122,3.6796,No Action Needed
Memorex Micro Travel Drive 8 GB,Technology,Accessories,2.884615490014797,6.5,No Action Needed
Avery 505,Office Supplies,Labels,2.533783750613473,8.88,No Action Needed
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,0.3315283367341238,-244.323,No Action Needed
Speck Products Candyshell Flip Case,Technology,Phones,1.4289797438825125,-14.6958,No Action Needed
Cisco 9971 IP Video Phone Charcoal,Technology,Machines,0.2272727272727273,-950.4,Liquidate Inventory
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,0.6697624603479653,4.4792,No Action Needed
"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,1.9342360275041468,26.0568,Run Clearance Promotions
Adtran 1202752G1,Technology,Phones,0.2976426630643209,22.6782,No Action Needed
OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,10.744985459761212,1.8148,Bundle Promotions
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,7.928118229113127,8.2302,Run Clearance Promotions
Ibico Standard Transparent Covers,Office Supplies,Binders,6.0679614504047406,-13.8432,No Action Needed
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,1.6505281149832618,19.0848,No Action Needed
Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,0.25000624671858207,-383.9904,No Action Needed
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,2.208480624712561,2.7168,No Action Needed
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,13.636363338842981,0.968,Bundle Promotions
Bevis 36 x 72 Conference Tables,Furniture,Tables,0.24098320677966886,136.939,No Action Needed
Rogers Deluxe File Chest,Office Supplies,Storage,1.3648771896198137,0.2198,No Action Needed
Global Low Back Tilter Chair,Furniture,Chairs,0.3713606811079708,-28.2744,No Action Needed
"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,0.6158646512449423,43.8408,Run Clearance Promotions
GBC Instant Index System for Binding Systems,Office Supplies,Binders,11.261260826463547,-12.432,Phase Out (with Discounting)
Bush Advantage Collection Round Conference Table,Furniture,Tables,0.2565637554351396,-102.048,No Action Needed
Bretford Rectangular Conference Table Tops,Furniture,Tables,0.14501755874212555,-248.2458,No Action Needed
GBC Instant Index System for Binding Systems,Office Supplies,Binders,11.261261115422858,-3.552,Phase Out (with Discounting)
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,0.34873989870524147,0.0,No Action Needed
Logitech P710e Mobile Speakerphone,Technology,Accessories,0.14563672064545433,-7.7247,No Action Needed
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,5.681817955836785,4.752,No Action Needed
Xerox 1957,Office Supplies,Paper,5.787037019175811,9.396,No Action Needed
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,0.35741517968245046,-356.728,No Action Needed
Staple-based wall hangings,Furniture,Furnishings,7.700205516688525,-4.6752,No Action Needed
PureGear Roll-On Screen Protector,Technology,Phones,1.8759380129737842,11.1944,No Action Needed
KI Conference Tables,Furniture,Tables,0.8463816890228337,-120.513,No Action Needed
Eldon 100 Class Desk Accessories,Furniture,Furnishings,22.25519205835222,-2.8308,Phase Out (with Discounting)
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,8.099352060582454,1.2038,No Action Needed
Global Deluxe High-Back Manager's Chair,Furniture,Chairs,0.10490244151615828,580.5394,Run Clearance Promotions
Safco Steel Mobile File Cart,Office Supplies,Storage,0.3598848342618654,41.68,No Action Needed
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,3.7593984122273123,23.94,Run Clearance Promotions
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,0.09978380176284717,496.0725,No Action Needed
Xerox 205,Office Supplies,Paper,4.629629615340649,12.4416,No Action Needed
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,0.1865857338689888,28.1372,No Action Needed
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,3.9421812709261115,3.5767,No Action Needed
Logitech P710e Mobile Speakerphone,Technology,Accessories,0.11650937493267943,636.0003,Run Clearance Promotions
"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,2.233804863640321,22.5624,Run Clearance Promotions
Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,0.33156497446128796,162.864,No Action Needed
